"","name","father","stock","glottocode","iso","wals","level","longitude","latitude","population"
"mfum1239","Mfumteic","Nkambe","Atlantic-Congo","mfum1239",NA,NA,"family",NA,NA,NA
"mgao1238","Mgao","Swahili","Atlantic-Congo","mgao1238",NA,NA,"dialect",NA,NA,NA
"mgbo1238","Mgbo","Izi-Ezaa-Ikwo-Mgbo","Atlantic-Congo","mgbo1238",NA,NA,"dialect",NA,NA,NA
"mhal1238","Mhallami","Northern Kurdish","Indo-European","mhal1238",NA,NA,"dialect",NA,NA,NA
"mhar1238","Mhari","Karanga [Atlantic-Congo]","Atlantic-Congo","mhar1238",NA,NA,"dialect",NA,NA,NA
"miad1237","Miadeba","Sewa Bay","Austronesian","miad1237",NA,NA,"dialect",NA,NA,NA
"miag1237","Miag-Ao","Kinaray-a","Austronesian","miag1237",NA,NA,"dialect",NA,NA,NA
"miah1235","Miahuatlan Zapotec","Miahuatec","Otomanguean","miah1235","zam",NA,"language",-96.6647,16.2197,1000
"miah1236","Miahuatec","Southern Core Zapotec","Otomanguean","miah1236",NA,NA,"family",NA,NA,NA
"mial1239","Mialát","Tenharim","Tupian","mial1239",NA,NA,"dialect",NA,NA,NA
"miam1251","Miamu","Wan","Mande","miam1251",NA,NA,"dialect",NA,NA,NA
"miam1252","Miami","Eastern Great Lakes Algonquian","Algic","miam1252","mia","ill","language",-90,40,0
"mian1253","Mianchi","Southern Qiang","Sino-Tibetan","mian1253",NA,NA,"dialect",NA,NA,NA
"mian1254","Miani","Kaukombaran","Nuclear Trans New Guinea","mian1254","pla",NA,"language",145.276,-4.42116,1500
"mian1255","Mianic","Mountain Ok","Nuclear Trans New Guinea","mian1255",NA,NA,"family",NA,NA,NA
"mian1256","Mian","Mianic","Nuclear Trans New Guinea","mian1256","mpt","mpt","language",141.523,-4.70881,1400
"mian1257","Mianmin","Mian","Nuclear Trans New Guinea","mian1257",NA,NA,"dialect",NA,NA,NA
"mica1242","Micari","Southern Nuni","Atlantic-Congo","mica1242",NA,NA,"dialect",NA,NA,NA
"mica1243","Mica","Murui Huitoto","Huitotoan","mica1243",NA,NA,"dialect",NA,NA,NA
"mich1243","Michif","French-Cree [Mixed Language]","Mixed Language","mich1243","crg","mcf","language",-99.9119,49.1681,NA
"mich1245","Michoacán Nahuatl","Western Periphery Nahuatl","Uto-Aztecan","mich1245","ncl","nhm","language",-103.361,18.3412,3000
"mich1246","Michoacán Mazahua","Mazahua","Otomanguean","mich1246","mmc",NA,"language",-100.293,19.7239,17500
"micr1243","Micronesian","Oceanic","Austronesian","micr1243",NA,NA,"family",NA,NA,NA
"micr1244","Micronesian Proper","Micronesian","Austronesian","micr1244",NA,NA,"family",NA,NA,NA
"midd1316","Middle French","Oil","Indo-European","midd1316","frm",NA,"language",NA,NA,NA
"midd1317","Middle English","Mercian","Indo-European","midd1317","enm",NA,"language",NA,NA,NA
"midd1318","Middle Low German","Middle-Modern Low German","Indo-European","midd1318","gml",NA,"language",NA,NA,NA
"midd1319","Middle Franconian","Frankish","Indo-European","midd1319",NA,NA,"dialect",NA,NA,NA
"midd1320","Middle Franconian Middle High German","Middle Franconian","Indo-European","midd1320",NA,NA,"dialect",NA,NA,NA
"midd1321","Middle Dutch","Middle-Modern Dutch","Indo-European","midd1321","dum",NA,"language",NA,NA,NA
"midd1322","Middle Estonian","North Estonian","Uralic","midd1322",NA,NA,"dialect",NA,NA,NA
"midd1323","Middle Great Andamanese","Central Great Andamanese","Great Andamanese","midd1323",NA,NA,"family",NA,NA,NA
"midd1324","Middle Chulym","Chulym","Turkic","midd1324",NA,NA,"dialect",NA,NA,NA
"midd1325","Middle Tatar","Tatar","Turkic","midd1325",NA,NA,"dialect",NA,NA,NA
"midd1326","Middle Kheng","Khengkha","Sino-Tibetan","midd1326",NA,NA,"dialect",NA,NA,NA
"midd1327","Middle Watut","Watut","Austronesian","midd1327","mpl",NA,"language",146.321,-6.81404,1350
"midd1332","Middle Egypt","Coptic","Afro-Asiatic","midd1332",NA,NA,"dialect",NA,NA,NA
"midd1342","Middle Egypt Arabic","Saidi Arabic","Afro-Asiatic","midd1342",NA,NA,"dialect",NA,NA,NA
"midd1343","Middle High German","Middle-Modern High German","Indo-European","midd1343","gmh",NA,"language",NA,NA,NA
"midd1344","Middle Chinese","Northern Chinese","Sino-Tibetan","midd1344","ltc",NA,"language",NA,NA,NA
"midd1345","Middle-Modern Low German","Altsächsisch","Indo-European","midd1345",NA,NA,"family",NA,NA,NA
"midd1346","Middle Sumatra Malay","Nuclear Malayic","Austronesian","midd1346",NA,NA,"family",NA,NA,NA
"midd1347","Middle-Modern Dutch","Macro-Dutch","Indo-European","midd1347",NA,NA,"family",NA,NA,NA
"midd1348","Middle Bomokandian","Old Bomokandian","Atlantic-Congo","midd1348",NA,NA,"family",NA,NA,NA
"midd1349","Middle-Modern High German","High German","Indo-European","midd1349",NA,NA,"family",NA,NA,NA
"midd1350","Middle Indo-Aryan","Subcontinental Central Indo-Aryan","Indo-European","midd1350",NA,NA,"language",NA,NA,NA
"midd1351","Middle Mongol","Mongolic","Mongolic","midd1351","xng",NA,"language",NA,NA,NA
"mide1238","Mideastern Yiddish","Eastern Yiddish","Indo-European","mide1238",NA,NA,"dialect",NA,NA,NA
"midg1235","Mid Grand Valley Dani","Grand Valley Dani","Nuclear Trans New Guinea","midg1235","dnt",NA,"language",138.945,-4.06322,50000
"midi1237","Midiki","Kairui-Midiki","Austronesian","midi1237",NA,NA,"dialect",NA,NA,NA
"midi1241","Midin","Turoyo","Afro-Asiatic","midi1241",NA,NA,"dialect",NA,NA,NA
"midl1241","Midland Mixe","Lowland-Midland Mixe","Mixe-Zoque","midl1241",NA,NA,"family",NA,NA,NA
"midm1238","Mid Mortlock","Mortlockese","Austronesian","midm1238",NA,NA,"dialect",NA,NA,NA
"midn1239","Midnapore Oriya","Nuclear Oriya","Indo-European","midn1239",NA,NA,"dialect",NA,NA,NA
"midn1240","Mid Northern Burmish","Northern Burmish","Sino-Tibetan","midn1240",NA,NA,"family",NA,NA,NA
"mido1240","Midob","West-Central Nubian","Nubian","mido1240","mei","mid","language",27.2236,14.789,50000
"mids1242","Mid-Southern","Central Core","Atlantic-Congo","mids1242",NA,NA,"family",NA,NA,NA
"mids1243","Mid-Southern Banda","Mid-Southern","Atlantic-Congo","mids1243","bjo",NA,"language",22.4666,5.87893,102000
"midw1242","Midwestern Yiddish","Western Yiddish","Indo-European","midw1242",NA,NA,"dialect",NA,NA,NA
"midw1243","Mid-Wahgi","Nuclear Wahgi","Nuclear Trans New Guinea","midw1243",NA,NA,"dialect",NA,NA,NA
"midy1238","Midyat","Turoyo","Afro-Asiatic","midy1238",NA,NA,"dialect",NA,NA,NA
"miee1237","Mie","Kinki","Japonic","miee1237",NA,NA,"dialect",NA,NA,NA
"mien1242","Mienic","Hmong-Mien","Hmong-Mien","mien1242",NA,NA,"family",NA,NA,NA
"mien1243","Mien-Mun","Mienic","Hmong-Mien","mien1243",NA,NA,"family",NA,NA,NA
"mien1244","Mienge","Bassossi","Atlantic-Congo","mien1244",NA,NA,"dialect",NA,NA,NA
"miga1241","Migabac","Momare-Migabac","Nuclear Trans New Guinea","miga1241","mpp",NA,"language",147.713,-6.33237,1300
"miga1249","Migaama","Dangla","Afro-Asiatic","miga1249","mmy","mig","language",18.9614,12.2367,20000
"miis1236","Miisiirii","Tama-Sungor [tama1330]","Tama [tama1329]","miis1236",NA,NA,"language",NA,NA,NA
"mija1240","Mijaranés Aranés","Nuclear Gascon","Indo-European","mija1240",NA,NA,"dialect",NA,NA,NA
"mija1241","Mijaranypa","Panytyima","Pama-Nyungan","mija1241",NA,NA,"dialect",NA,NA,NA
"miji1238","Mijikenda","Mijikenda-Pokomo-Comorian","Atlantic-Congo","miji1238",NA,NA,"family",NA,NA,NA
"miji1239","Miji","Sino-Tibetan","Sino-Tibetan","miji1239",NA,NA,"family",NA,NA,NA
"miji1240","Mijikenda-Pokomo-Comorian","Coastal NEC Bantu","Atlantic-Congo","miji1240",NA,NA,"family",NA,NA,NA
"miju1243","Miju-Mishmi","Geman","Sino-Tibetan","miju1243","mxj","mij","language",97.0444,28.4732,18200
"miju1244","Mìjuu","Mamara Senoufo","Atlantic-Congo","miju1244",NA,NA,"dialect",NA,NA,NA
"mika1239","Mikasuki","Muskogean","Muskogean","mika1239","mik","mki","language",-80.9085,26.0814,400
"mika1254","Mikarewan","Kire-Mikarew","Lower Sepik-Ramu","mika1254",NA,NA,"family",NA,NA,NA
"mika1255","Mikawa","Gifu-Aichi","Japonic","mika1255",NA,NA,"dialect",NA,NA,NA
"mika1256","Mikaya-Bambengangale-Baluma","Likouala-Sangha","Atlantic-Congo","mika1256",NA,NA,"language",NA,NA,NA
"mike1238","Mikebwe","Bangubangu","Atlantic-Congo","mike1238",NA,NA,"dialect",NA,NA,NA
"mike1242","Mikere","Dugwor","Afro-Asiatic","mike1242",NA,NA,"dialect",NA,NA,NA
"miki1243","Mikik","Tsakhur","Nakh-Daghestanian","miki1243",NA,NA,"dialect",NA,NA,NA
"mikm1235","Mi’kmaq","Eastern Algonquian","Algic","mikm1235","mic","mic","language",-65.5766,45.9941,9290
"miko1239","Miko","Nung [Myanmar]","Sino-Tibetan","miko1239",NA,NA,"dialect",NA,NA,NA
"mila1243","Milanese","Lombard","Indo-European","mila1243",NA,NA,"dialect",NA,NA,NA
"mila1245","Milang","Koro-Holon","Sino-Tibetan","mila1245",NA,NA,"language",94.5,28.5,NA
"mild1238","Mildjingi","Djinang","Pama-Nyungan","mild1238",NA,NA,"dialect",NA,NA,NA
"mili1235","Mili","Unclassified Lisoid","Sino-Tibetan","mili1235","ymh",NA,"language",100.611,24.115,NA
"mill1237","Millcayac","Huarpean","Huarpean","mill1237",NA,NA,"language",-67.569581,-31.79729,NA
"milo1241","Milo","Southern Nicobarese","Austroasiatic","milo1241",NA,NA,"dialect",NA,NA,NA
"milt1241","Miltu","East Chadic A A.1 2","Afro-Asiatic","milt1241","mlj",NA,"language",17.4126,10.2347,272
"milu1241","Miluk","Coosan","Coosan","milu1241","iml",NA,"language",-124.258,43.3215,NA
"mily1238","Milyan","Lycian-Milyan","Indo-European","mily1238","imy",NA,"language",NA,NA,NA
"mima1238","Mima","Angami Naga","Sino-Tibetan","mima1238",NA,NA,"dialect",NA,NA,NA
"mimi1240","Mimi-Gaudefroy","Eurasia","Mimi-Gaudefroy","mimi1240",NA,NA,"language",NA,NA,NA
"mimi1241","Mimi-Nachtigal","Maban","Maban","mimi1241",NA,NA,"language",20.724106,14.302046,NA
"mimi1245","Mi Mijivin","South Giziga","Afro-Asiatic","mimi1245",NA,NA,"dialect",NA,NA,NA
"mina1268","Minangkabau","Minangkabauic","Austronesian","mina1268","min","min","language",96.25,4.17,5530000
"mina1269","Minaveha","Taupotic","Austronesian","mina1269","mvn","mnv","language",150.501,-9.59922,2300
"mina1270","Mina Mina Gorong","Geser-Gorom","Austronesian","mina1270",NA,NA,"dialect",NA,NA,NA
"mina1271","Minangali","Tanudan Kalinga","Austronesian","mina1271",NA,NA,"dialect",NA,NA,NA
"mina1272","Minahasan","Malayo-Polynesian","Austronesian","mina1272",NA,NA,"family",NA,NA,NA
"mina1273","Mina","Ma [Papua New Guinea]","Nuclear Trans New Guinea","mina1273",NA,NA,"dialect",NA,NA,NA
"mina1274","Minanibai","West Inland Gulf of Papua","Anim","mina1274","mcv",NA,"language",144.011,-7.61717,300
"mina1276","Mina [Cameroon]","Biu-Mandara A A.7","Afro-Asiatic","mina1276","hna","hna","language",13.8405,10.3805,10987
"mina1279","Minaean","Sayhadic","Afro-Asiatic","mina1279","inm",NA,"language",NA,NA,NA
"mina1280","Minangkabauic","Nuclear Malayic","Austronesian","mina1280",NA,NA,"family",NA,NA,NA
"minb1236","Min Bei","Min Bei Chinese","Sino-Tibetan","minb1236",NA,NA,"dialect",NA,NA,NA
"minb1243","Minbu","Asho Chin","Sino-Tibetan","minb1243",NA,NA,"dialect",NA,NA,NA
"minb1244","Min Bei Chinese","Min","Sino-Tibetan","minb1244","mnp",NA,"language",118.32,27.05,10294000
"mind1241","Min Dong","Min Bei Chinese","Sino-Tibetan","mind1241",NA,NA,"dialect",NA,NA,NA
"mind1253","Min Dong Chinese","Min","Sino-Tibetan","mind1253","cdo","fuz","language",119.5,26,9134060
"mind1254","Minda","Shoo-Minda-Nye","Atlantic-Congo","mind1254",NA,NA,"dialect",NA,NA,NA
"mind1255","Mindiri","Astrolabe","Austronesian","mind1255","mpn",NA,"language",146.138,-5.54613,80
"mind1256","Mindanao","Sangil","Austronesian","mind1256",NA,NA,"dialect",NA,NA,NA
"mind1257","Mindanao Visayan","Cebuano","Austronesian","mind1257",NA,NA,"dialect",NA,NA,NA
"mind1258","Mindjim","Rai Coast","Nuclear Trans New Guinea","mind1258",NA,NA,"family",NA,NA,NA
"mind1262","Mindéra","Kwang","Afro-Asiatic","mind1262",NA,NA,"dialect",NA,NA,NA
"mind1263","Minderico","Galician Romance","Indo-European","mind1263","drc",NA,"language",-8.68866,39.5144,NA
"mine1239","Mineo","Zulgo-Gemzek","Afro-Asiatic","mine1239",NA,NA,"dialect",NA,NA,NA
"ming1252","Mingrelian","Zan","Kartvelian","ming1252","xmf","mgl","language",41.8719,42.5129,5e+05
"ming1253","Mingbari","Ngura","Pama-Nyungan","ming1253",NA,NA,"dialect",NA,NA,NA
"ming1254","Mingang Doso","Jen","Atlantic-Congo","ming1254","mko",NA,"language",11.295,9.25942,3000
"minh1238","Minhe","Tu","Mongolic","minh1238",NA,NA,"dialect",NA,NA,NA
"mini1250","Minir","Southern","Sino-Tibetan","mini1250",NA,NA,"dialect",NA,NA,NA
"mini1251","Minigir","Minigir-Tolai","Austronesian","mini1251","vmg",NA,"language",152.005,-4.31803,598
"mini1252","Miniafia","Arifama-Miniafia","Austronesian","mini1252",NA,NA,"dialect",NA,NA,NA
"mini1253","Minidien","Nuclear Torricelli","Nuclear Torricelli","mini1253","wii",NA,"language",142.33,-3.59408,766
"mini1254","Miniwaki","Algonquin","Algic","mini1254",NA,NA,"dialect",NA,NA,NA
"mini1255","Minica-Murui","Nuclear Witoto","Huitotoan","mini1255",NA,NA,"family",NA,NA,NA
"mini1256","Minica Huitoto","Minica-Murui","Huitotoan","mini1256","hto","hmi","language",-73.1107,-1.54535,6800
"mini1257","Minigir-Tolai","Patpatar-Minigir-Tolai","Austronesian","mini1257",NA,NA,"family",NA,NA,NA
"mini1258","Minigir based [Pidgin]","Pidgin","Pidgin","mini1258",NA,NA,"family",NA,NA,NA
"minj1241","Minjori","Ese","Koiarian","minj1241",NA,NA,"dialect",NA,NA,NA
"mink1237","Minkin","Sahul","Minkin","mink1237",NA,NA,"language",139.541931,-17.736653,NA
"minn1240","Min Nan","Min Bei Chinese","Sino-Tibetan","minn1240",NA,NA,"dialect",NA,NA,NA
"minn1241","Min Nan Chinese","Min","Sino-Tibetan","minn1241","nan","xia","language",118.17,24.5,47265100
"minn1248","Min","South Chinese","Sino-Tibetan","minn1248",NA,NA,"family",NA,NA,NA
"minn1249","Minna","Kadara","Atlantic-Congo","minn1249",NA,NA,"dialect",NA,NA,NA
"minn1250","Minnesota Border Chippewa","Chippewa","Algic","minn1250",NA,NA,"dialect",NA,NA,NA
"mino1243","Minokok","Sugut Kadazan","Austronesian","mino1243","mqq",NA,"language",116.759,5.43348,1200
"mino1244","Mino","Gifu-Aichi","Japonic","mino1244",NA,NA,"dialect",NA,NA,NA
"minr1238","Minriq","Menraq-Batek","Austroasiatic","minr1238","mnq",NA,"language",102.047,5.01108,160
"mint1239","Mintil","Menraq-Batek","Austroasiatic","mint1239","mzt",NA,"language",101.986,4.59376,5
"minu1238","Minungo","Chokwe","Atlantic-Congo","minu1238",NA,NA,"dialect",NA,NA,NA
"miny1239","Minyong","Mising","Sino-Tibetan","miny1239",NA,NA,"dialect",NA,NA,NA
"minz1235","Min Zhong Chinese","Min","Sino-Tibetan","minz1235","czo",NA,"language",117.376,26.0686,3100000
"minz1236","Minz Zhuang","Debao-Jingxi-Nung","Tai-Kadai","minz1236","zgm",NA,"language",105.5,23.33,NA
"mios1237","Mios Num","Biak","Austronesian","mios1237",NA,NA,"dialect",NA,NA,NA
"miqi1235","Miqie","Lipo-Micha","Sino-Tibetan","miqi1235","yiq",NA,"language",102.301,25.3,NA
"mira1251","Mirandese","Asturo-Leonese","Indo-European","mira1251","mwl",NA,"language",-6.38371,41.5375,15000
"mira1252","Miraski","Kashmiri","Indo-European","mira1252",NA,NA,"dialect",NA,NA,NA
"mira1253","Miramar Chontal","Tabasco Chontal","Mayan","mira1253",NA,NA,"dialect",NA,NA,NA
"mira1254","Miraña","Bora","Boran [bora1262]","mira1254",NA,NA,"dialect",NA,NA,NA
"mird1238","Mirdha-Kharia","Kharia","Austroasiatic","mird1238",NA,NA,"dialect",NA,NA,NA
"mire1238","Mire","East Chadic A A.1 1","Afro-Asiatic","mire1238","mvh",NA,"language",16.9932,9.69132,1400
"miri1266","Miriwung","Jarrakan","Jarrakan","miri1266","mep","mir","language",128.889,-16.3596,110
"miri1267","Miri","Katcha-Kadugli-Miri","Kadugli-Krongo","miri1267",NA,NA,"dialect",NA,NA,NA
"miri1268","Miriei","Hatam","Hatam-Mansim","miri1268",NA,NA,"dialect",NA,NA,NA
"miri1269","Miri [Malaysia]","Narom","Austronesian","miri1269",NA,NA,"dialect",NA,NA,NA
"miri1270","Miriti","Unclassified Tucanoan","Tucanoan","miri1270","mmv",NA,"language",-69.7432,0.58896,0
"mirk1238","Mirkuk","Isebe","Nuclear Trans New Guinea","mirk1238",NA,NA,"dialect",NA,NA,NA
"mirl1238","Mirlong","Karbi","Sino-Tibetan","mirl1238",NA,NA,"dialect",NA,NA,NA
"mirn1241","Mirndi","Sahul","Mirndi","mirn1241",NA,NA,"family",NA,NA,NA
"mirn1243","Mirning","South-West Pama-Nyungan","Pama-Nyungan","mirn1243",NA,NA,"family",NA,NA,NA
"mirp1238","Mirpur Panjabi","Panjabic","Indo-European","mirp1238","pmu",NA,"language",74.3713,33.5582,1042000
"mirp1239","Mirpuri","Pahari Potwari","Indo-European","mirp1239",NA,NA,"dialect",NA,NA,NA
"mirr1240","Mirriam","Kofyar","Afro-Asiatic","mirr1240",NA,NA,"dialect",NA,NA,NA
"mirz1238","Mirzapuri","Awadhi","Indo-European","mirz1238",NA,NA,"dialect",NA,NA,NA
"mish1241","Mishmic","Sino-Tibetan","Sino-Tibetan","mish1241",NA,NA,"family",NA,NA,NA
"mish1242","Mishulundu","Luyana","Atlantic-Congo","mish1242",NA,NA,"dialect",NA,NA,NA
"mish1244","Miship","Kofyar-Mushere-Chip","Afro-Asiatic","mish1244","mjs",NA,"language",9.33752,9.20477,6000
"misi1242","Mising","Eastern Tani","Sino-Tibetan","misi1242","mrg","msg","language",94.69,27.418,571000
"misi1243","Misima-Paneati","Kilivila-Misima","Austronesian","misi1243","mpx",NA,"language",152.696,-10.6821,18000
"misi1244","Misim","Hote","Austronesian","misi1244",NA,NA,"dialect",NA,NA,NA
"misk1235","Mískito","Misumalpan","Misumalpan","misk1235","miq","mis","language",-84.2942,15.1576,183400
"misk1243","Miskitoic Creole English","Western Caribbean Creole","Indo-European","misk1243",NA,NA,"family",NA,NA,NA
"misl1238","Misles","Tsakhur","Nakh-Daghestanian","misl1238",NA,NA,"dialect",NA,NA,NA
"mism1239","Misman","Central Asmat","Nuclear Trans New Guinea","mism1239",NA,NA,"dialect",NA,NA,NA
"miss1249","Missouria","Iowa-Oto","Siouan","miss1249",NA,NA,"dialect",NA,NA,NA
"miss1252","Missouri River Siouan","Core Siouan","Siouan","miss1252",NA,NA,"family",NA,NA,NA
"miss1254","Mississippi Valley","Core Siouan","Siouan","miss1254",NA,NA,"family",NA,NA,NA
"misu1242","Misumalpan","North America","Misumalpan","misu1242",NA,NA,"family",NA,NA,NA
"mita1241","Mitange","Maindo","Atlantic-Congo","mita1241",NA,NA,"dialect",NA,NA,NA
"mith1235","Mithaka-Karuwali","Central Karnic","Pama-Nyungan","mith1235",NA,NA,"family",NA,NA,NA
"mith1236","Mithaka","Mithaka-Karuwali","Pama-Nyungan","mith1236",NA,NA,"language",139.598447,-25.13606725,NA
"miti1241","Miti","Tase Naga","Sino-Tibetan","miti1241",NA,NA,"dialect",NA,NA,NA
"miti1242","Mitiaro","Rarotongan","Austronesian","miti1242",NA,NA,"dialect",NA,NA,NA
"mitl1235","Mitlatongo Mixtec","Eastern Alta Mixtec","Otomanguean","mitl1235","vmm",NA,"language",-97.1757,17.16,1800
"mitl1236","Mitla Zapotec","Central Core Zapotec","Otomanguean","mitl1236","zaw","zap","language",-96.2943,16.8685,19500
"mitt1253","Mittu","Gberi-Morokodo-Mittu","Central Sudanic","mitt1253","mwu",NA,"language",29.0002,7.45616,0
"mitu1240","Mituku","Mitukuic","Atlantic-Congo","mitu1240","zmq","mit","language",25.104,-1.57031,50948
"mitu1241","Mituku-Lega","Nyanga-Mituku-Lega","Atlantic-Congo","mitu1241",NA,NA,"family",NA,NA,NA
"mitu1242","Mitukuic","Mituku-Lega","Atlantic-Congo","mitu1242",NA,NA,"family",NA,NA,NA
"miut1238","Miutini","Meru","Atlantic-Congo","miut1238",NA,NA,"dialect",NA,NA,NA
"miuu1237","Miu","Pasismanua","Austronesian","miuu1237","mpo",NA,"language",149.557,-5.88037,500
"miwa1241","Miwa [miwa1241]","Wunambal","Worrorran","miwa1241",NA,NA,"dialect",NA,NA,NA
"miwa1242","Miwa","Northern Worrorran","Worrorran","miwa1242","vmi",NA,"language",126.921,-14.3484,0
"miwo1274","Miwok-Costanoan","North America","Miwok-Costanoan","miwo1274",NA,NA,"family",NA,NA,NA
"miwo1275","Miwokan","Miwok-Costanoan","Miwok-Costanoan","miwo1275",NA,NA,"family",NA,NA,NA
"mixe1283","Mixe de San Juan Cotzocón","North Central Mixe","Mixe-Zoque","mixe1283",NA,NA,"dialect",NA,NA,NA
"mixe1284","Mixe-Zoque","North America","Mixe-Zoque","mixe1284",NA,NA,"family",NA,NA,NA
"mixe1286","Mixe","Mixe-Zoque","Mixe-Zoque","mixe1286",NA,NA,"family",NA,NA,NA
"mixe1287","Mixed Language","World","Mixed Language","mixe1287",NA,NA,"family",NA,NA,NA
"mixi1241","Mixifore","Nuclear Mokole","Mande","mixi1241","mfg",NA,"language",-14.385,10.6822,3600
"mixi1242","Mixistlan","North Central Mixe","Mixe-Zoque","mixi1242",NA,NA,"dialect",NA,NA,NA
"mixt1422","Mixtecan","Amuzgo-Mixtecan","Otomanguean","mixt1422",NA,NA,"family",NA,NA,NA
"mixt1423","Mixtec-Cuicatec","Mixtecan","Otomanguean","mixt1423",NA,NA,"family",NA,NA,NA
"mixt1425","Mixtepec Mixtec","Mixtec","Otomanguean","mixt1425","mix",NA,"language",-97.8791,17.3317,9000
"mixt1426","Mixtepec Zapotec","Mixtepec-Quioquitani-Quierí Zapotec","Otomanguean","mixt1426","zpm","zam","language",-96.2372,16.1724,7000
"mixt1427","Mixtec","Mixtec-Cuicatec","Otomanguean","mixt1427",NA,NA,"family",NA,NA,NA
"mixt1428","Mixtepec-Quioquitani-Quierí Zapotec","Southern Core Zapotec","Otomanguean","mixt1428",NA,NA,"family",NA,NA,NA
"miya1257","Miyatnu","Ankave","Angan","miya1257",NA,NA,"dialect",NA,NA,NA
"miya1258","Miyazaki-ben","Hōnichi","Japonic","miya1258",NA,NA,"dialect",NA,NA,NA
"miya1259","Miyako","Ryukyu Sud","Japonic","miya1259","mvi",NA,"language",125.363,24.7564,NA
"miya1260","Miyako-Jima","Miyako","Japonic","miya1260",NA,NA,"dialect",NA,NA,NA
"miya1266","Miya","Warji-Gala-Kariya","Afro-Asiatic","miya1266","mkf","miy","language",9.71505,10.9234,30000
"miya1267","Miyak-Bun-Biwat","Yuat","Yuat","miya1267",NA,NA,"family",NA,NA,NA
"miye1238","Miyemu","Bo-Ung","Nuclear Trans New Guinea","miye1238",NA,NA,"dialect",NA,NA,NA
"miyo1238","Miyobe","Nuclear Oti-Volta","Atlantic-Congo","miyo1238","soy",NA,"language",1.33302,9.94366,8700
"miza1238","Miza","Moru","Central Sudanic","miza1238",NA,NA,"dialect",NA,NA,NA
"mizm1238","Mizmast","Aimaq","Indo-European","mizm1238",NA,NA,"dialect",NA,NA,NA
"mizo1244","Mizoic","Central Kuki-Chin","Sino-Tibetan","mizo1244",NA,NA,"family",NA,NA,NA
"mizo1245","Mizo [mizo1245]","Mizo","Sino-Tibetan","mizo1245",NA,NA,"dialect",NA,NA,NA
"mizu1238","Mizulo","Lega-Mwenga","Atlantic-Congo","mizu1238",NA,NA,"dialect",NA,NA,NA
"mkuu1238","Mkuu","Rombo","Atlantic-Congo","mkuu1238",NA,NA,"dialect",NA,NA,NA
"mkwe1238","Mkwet","North Fe’Fe’","Atlantic-Congo","mkwe1238",NA,NA,"dialect",NA,NA,NA
"mlab1235","Mlabri","Khmuic","Austroasiatic","mlab1235","mra","mlm","language",101.163,18.5533,324
